"PM2.5","PM10","SO2","NO2","O3"
38,83,7,71,58
47,84,9,79,42
52,108,7,95,18
55,119,9,102,4
44,87,7,84,2
30,40,4,67,10
18,50,4,60,16
24,42,5,47,34
21,42,5,35,61
20,40,6,29,105
30,45,5,25,135
27,51,6,26,170
33,46,6,25,203
27,38,6,23,221
33,43,6,22,236
32,49,6,24,232
34,92,8,32,241
31,40,7,40,195
30,69,6,46,148
36,97,7,43,162
42,75,8,43,152
46,92,8,43,144
47,97,7,59,109
49,96,6,94,46
58,110,6,130,4
59,108,6,134,2
52,84,5,117,3
39,55,3,84,21
36,36,3,71,24
25,25,4,81,7
28,28,6,70,13
9,24,10,59,28
10,35,9,43,52
10,31,8,29,72
7,27,6,18,89
11,32,5,15,100
10,33,4,15,105
12,29,3,12,102
4,25,2,12,98
13,23,2,14,96
7,21,2,17,92
7,21,2,24,83
9,22,2,29,72
3,51,2,26,77
6,78,2,17,81
3,27,2,28,66
6,28,2,46,44
12,28,3,60,30
9,29,4,53,32
8,25,4,53,28
10,25,5,49,30
7,25,5,46,28
7,26,3,50,25
6,21,3,46,30
11,35,4,42,41
9,52,2,35,55
4,49,2,26,68
4,46,2,10,87
3,26,2,11,85
10,22,2,11,83
3,15,2,8,86
5,22,2,14,73
3,21,2,16,70
5,28,2,16,64
7,18,2,19,58
10,23,2,34,41
5,15,2,28,40
7,17,2,21,39
7,29,2,39,15
18,48,2,53,2
20,45,2,53,2
14,46,3,48,2
22,41,3,48,2
18,34,2,47,2
21,43,2,47,2
18,50,4,45,2
12,41,4,41,2
8,30,2,36,3
9,26,2,30,14
14,39,2,32,21
12,32,2,25,35
10,10,2,11,61
6,24,2,7,82
10,18,2,8,87
3,20,2,10,86
13,13,2,14,83
9,45,2,17,73
14,23,2,14,54
8,17,2,15,37
7,38,2,25,19
6,30,2,30,11
9,28,2,33,7
10,24,2,37,4
12,25,2,45,2
12,17,2,40,2
8,18,2,40,2
10,18,2,40,2
6,22,2,38,2
12,12,2,33,2
13,20,2,34,2
14,30,2,32,2
12,39,2,35,3
17,18,2,28,16
7,25,2,23,30
12,13,3,19,48
14,20,3,19,68
22,26,3,22,91
31,31,3,27,121
29,47,3,33,148
31,69,3,34,184
32,53,3,22,215
26,55,4,25,203
28,56,4,28,183
26,59,4,29,159
37,64,4,43,127
46,77,6,54,109
35,70,10,46,127
50,77,10,50,109
46,108,6,93,41
58,107,5,92,18
74,106,6,86,15
82,104,8,86,15
106,127,8,72,8
119,119,8,46,23
130,130,8,50,13
132,132,9,47,18
132,132,14,45,39
136,136,17,43,76
117,117,17,37,125
99,99,15,27,177
82,82,13,19,209
74,74,10,12,219
73,76,11,13,218
54,55,11,15,211
38,38,7,15,186
28,32,5,18,172
30,44,5,28,157
44,76,6,36,143
51,79,7,48,124
70,137,7,57,93
69,69,4,45,86
34,34,2,24,108
28,28,2,25,96
33,33,2,34,72
35,35,2,33,65
28,28,2,28,60
29,29,2,47,44
32,32,2,53,38
36,38,2,52,37
35,35,2,38,52
34,39,2,33,67
46,52,3,33,84
41,41,6,25,96
21,21,4,12,99
16,16,3,12,109
12,12,2,9,110
15,15,2,9,112
18,18,2,11,113
12,23,2,15,109
12,21,2,23,99
16,24,2,31,88
30,102,3,50,112
47,87,3,49,120
53,89,4,56,100
42,81,4,45,105
49,72,4,57,80
46,74,3,85,28
47,90,6,97,2
42,78,5,81,2
25,30,2,63,2
17,17,2,54,10
13,27,2,58,2
17,26,2,54,3
21,39,2,50,7
23,23,3,40,24
10,41,6,38,36
23,44,7,38,52
16,20,7,28,71
11,15,6,24,72
11,11,5,21,74
11,11,3,23,80
3,7,3,20,94
12,13,2,33,78
55,82,7,62,17
68,94,9,60,38
48,54,10,38,98
42,53,10,29,137
46,53,10,27,172
51,55,9,23,199
36,61,9,23,213
29,101,5,28,146
14,19,2,32,94
22,29,2,49,66
22,22,2,60,39
16,16,2,60,29
22,33,2,66,10
28,28,2,77,2
27,27,2,70,2
32,32,2,64,2
28,29,2,63,2
32,36,3,58,2
28,37,2,59,2
28,44,2,57,6
22,34,2,49,14
23,34,2,50,28
27,27,3,46,51
15,17,3,35,79
14,14,3,27,97
17,17,2,11,105
5,6,2,9,106
9,10,2,13,107
15,39,2,21,110
15,44,2,31,134
23,63,2,45,122
22,46,2,53,95
30,61,2,62,89
41,77,3,69,73
40,71,3,75,58
33,44,4,52,77
33,44,3,54,63
37,81,5,83,12
32,62,4,75,2
26,41,3,66,2
22,26,2,59,5
19,20,2,54,13
15,27,2,48,16
23,30,3,49,17
18,22,5,45,29
22,57,9,47,33
17,28,8,28,55
8,15,5,16,73
8,8,4,13,77
9,14,4,14,86
3,20,4,14,100
12,16,4,15,102
16,17,5,20,92
8,22,4,35,76
12,18,4,47,59
21,56,4,60,66
24,67,4,72,68
31,74,5,110,13
26,51,4,69,14
15,30,3,49,23
13,18,2,47,19
8,18,2,39,22
5,15,2,45,14
11,21,2,54,2
13,19,2,53,2
8,11,2,41,10
9,13,3,38,17
5,32,4,43,23
16,25,4,39,35
19,19,3,32,51
8,16,3,22,77
6,11,3,18,92
3,8,3,18,100
17,17,3,18,116
6,22,3,20,131
17,48,3,31,132
22,50,5,41,142
26,63,5,42,137
24,55,4,50,107
28,57,4,60,86
35,98,5,86,48
61,132,7,102,33
80,169,8,98,30
115,179,8,69,39
150,167,6,37,57
68,68,3,15,96
21,21,2,15,84
20,20,2,21,73
23,23,2,25,71
27,27,2,27,66
29,30,2,29,65
31,31,2,33,68
23,23,2,25,88
22,22,3,30,91
27,27,2,16,128
22,22,2,16,133
33,33,2,15,145
31,31,2,16,137
34,41,2,19,132
34,34,3,21,129
34,40,2,25,108
34,49,2,33,99
43,43,3,38,84
33,33,2,34,74
24,36,2,38,57
24,35,2,56,33
30,33,2,57,30
26,26,2,41,45
20,20,2,32,48
23,23,2,37,44
23,40,2,49,19
26,28,2,55,2
23,24,2,52,2
22,22,2,33,20
25,25,2,38,20
27,38,2,30,36
37,39,2,22,62
45,49,2,35,148
46,56,2,41,135
54,69,2,56,103
60,80,2,69,72
56,74,2,73,70
58,89,2,70,56
61,61,2,77,35
62,62,2,100,17
73,73,2,89,2
66,66,2,71,2
65,68,2,66,2
72,72,2,54,2
80,80,3,50,2
81,81,2,47,2
99,99,4,48,7
122,122,4,50,24
133,133,3,51,28
73,73,4,29,167
65,65,4,36,148
64,64,3,37,126
63,63,4,57,94
74,74,3,58,83
76,91,4,51,82
93,96,4,49,71
93,93,4,38,69
95,95,4,38,59
103,103,3,40,45
108,108,3,47,31
103,103,2,59,8
104,104,3,72,2
100,100,3,69,2
115,115,4,70,4
152,152,4,76,10
106,106,9,29,168
83,83,7,18,188
79,79,10,22,209
99,100,13,27,207
108,114,13,37,188
98,99,11,40,163
59,60,2,32,109
81,86,2,74,44
53,53,2,56,37
49,55,2,78,8
52,52,2,96,2
56,56,2,93,2
55,56,2,84,2
67,67,2,82,2
87,87,2,67,7
79,79,2,71,4
85,85,2,66,7
79,79,2,66,21
101,101,2,45,54
96,96,3,30,92
87,87,4,23,128
88,88,4,19,160
70,70,4,16,182
54,54,4,17,181
49,49,5,19,206
50,66,5,23,227
83,133,7,28,244
113,148,9,28,214
123,132,8,29,191
136,136,8,41,152
154,154,8,46,116
163,163,7,57,89
179,179,6,51,101
173,173,5,42,102
173,173,4,47,70
186,186,4,54,48
187,187,4,67,24
188,188,3,73,9
165,165,3,86,2
161,161,3,81,2
165,165,3,71,2
173,173,3,68,8
177,177,4,57,31
193,193,6,58,46
219,219,9,44,92
231,231,10,36,137
210,210,11,30,178
210,210,10,37,203
199,199,11,31,241
181,181,9,34,235
164,164,9,32,212
138,138,9,27,191
145,145,8,41,142
35,35,2,13,103
24,24,2,28,80
30,41,2,34,76
53,86,2,32,93
77,77,2,27,92
84,84,2,27,77
78,78,2,21,93
77,77,2,22,85
81,81,2,28,61
81,81,2,39,44
98,98,2,39,37
76,76,2,44,38
35,35,2,34,40
34,43,2,44,21
37,37,2,52,19
36,36,2,40,33
20,20,2,30,42
19,20,3,26,49
15,28,3,25,52
14,35,2,28,49
26,56,2,43,33
24,36,2,51,25
28,40,2,63,10
28,51,2,70,2
23,29,3,69,2
30,83,2,58,2
29,29,2,40,22
27,27,2,32,23
26,26,2,34,19
28,28,2,41,14
16,16,2,39,15
23,23,2,21,26
21,21,2,31,14
25,25,2,31,16
25,25,2,42,2
25,25,2,40,4
21,21,2,34,8
25,25,2,36,9
26,26,2,37,22
33,33,2,26,36
17,17,2,20,49
16,16,2,23,50
23,23,2,30,37
11,11,2,24,41
16,16,2,34,26
15,15,2,40,23
13,13,2,53,11
16,16,2,61,2
23,23,2,62,2
20,29,2,55,2
21,24,2,50,2
12,12,2,45,2
9,9,2,38,10
12,12,2,36,7
15,15,2,38,2
11,11,2,37,11
7,7,2,28,20
7,7,2,28,22
3,6,2,34,14
11,11,2,33,21
4,21,2,32,25
15,15,2,21,46
3,15,2,19,53
7,7,2,15,67
9,9,2,11,81
19,19,2,9,87
5,8,2,9,93
13,13,2,12,95
9,14,2,11,93
3,6,2,14,90
11,11,2,18,82
15,37,3,91,9
27,34,3,95,5
26,44,2,91,10
22,56,3,96,4
43,89,6,87,4
38,101,7,81,4
44,90,8,69,3
40,69,7,60,2
33,33,3,52,2
10,10,2,47,2
7,8,2,38,7
15,24,2,45,4
16,26,2,44,7
19,32,2,40,15
12,37,3,39,24
12,12,2,19,115
19,19,4,30,125
23,23,4,41,113
25,25,4,81,63
30,30,4,97,41
34,101,3,88,44
36,102,4,110,16
41,101,4,110,8
49,127,6,107,4
59,148,7,101,4
54,128,6,87,3
59,125,5,82,2
57,143,7,103,2
63,148,7,91,2
65,130,6,78,2
58,122,5,72,2
71,135,6,79,2
135,159,8,65,99
152,163,7,93,43
142,156,6,104,25
134,149,8,80,56
136,147,2,75,27
139,139,2,31,76
121,121,2,30,72
123,123,2,35,28
105,105,2,37,22
112,112,2,51,15
130,130,2,50,38
132,132,3,44,64
126,126,3,29,108
114,114,6,28,232
116,116,6,31,218
130,130,5,37,191
158,161,4,59,117
177,188,4,88,61
181,196,5,94,38
186,197,5,96,39
190,217,7,125,10
195,218,6,91,28
145,145,4,43,75
43,43,2,21,72
23,23,2,38,35
26,26,2,44,21
28,28,2,48,5
29,29,2,41,14
35,35,2,55,9
46,46,2,54,26
65,68,3,49,66
98,109,7,45,115
117,150,10,44,149
136,178,10,37,188
166,193,12,35,228
176,214,12,33,246
187,223,11,35,227
193,242,9,42,203
211,250,9,42,191
209,240,8,47,154
222,265,6,69,71
232,279,6,110,21
240,298,7,118,6
246,303,8,117,2
250,299,8,95,17
246,274,6,80,21
245,257,5,77,18
234,234,5,93,7
218,218,4,49,45
206,206,3,33,80
187,187,3,26,95
175,175,4,31,87
174,174,4,35,79
168,168,5,40,72
167,167,7,41,94
184,184,10,37,109
189,201,11,35,127
180,194,13,39,129
176,185,15,42,125
204,234,19,43,132
211,253,18,50,129
170,176,11,56,93
73,73,4,33,42
84,92,5,33,37
93,108,2,30,34
39,39,2,17,86
23,23,2,20,86
30,30,2,18,81
37,37,2,25,65
43,43,2,37,48
49,49,2,51,32
48,48,2,51,31
45,45,2,49,36
46,46,2,49,42
52,52,2,43,47
55,55,2,53,37
56,56,2,41,70
60,60,2,34,81
70,70,2,34,70
66,66,2,38,65
78,78,2,52,42
86,86,2,60,13
94,94,2,70,2
88,88,2,69,2
79,79,2,67,2
89,90,4,70,2
90,90,2,64,2
93,93,2,64,2
67,67,2,45,28
29,29,2,8,39
21,31,2,12,41
9,31,2,12,44
11,40,2,13,43
6,32,2,13,46
10,24,2,9,56
3,17,2,9,59
5,20,2,8,63
3,10,2,8,66
3,13,2,9,67
4,13,2,12,64
6,16,2,13,64
10,20,2,14,61
9,24,2,19,56
5,27,2,23,50
6,17,2,21,53
11,33,2,37,30
20,32,2,33,32
8,21,2,27,39
11,24,2,27,36
12,24,2,30,29
14,52,2,54,2
14,27,2,48,3
8,12,2,48,3
8,17,2,45,3
10,10,2,34,15
9,14,2,30,18
5,18,2,31,19
9,22,2,23,33
3,17,2,17,43
7,14,2,12,51
9,15,2,13,57
7,7,2,12,66
4,9,2,12,73
13,13,2,14,77
12,12,2,16,78
5,22,2,18,72
11,19,2,24,63
13,37,2,50,30
17,58,2,82,2
32,69,3,85,2
35,74,3,85,2
48,128,11,63,2
60,119,11,62,2
45,97,8,50,2
43,87,7,48,2
31,58,6,40,2
25,50,4,36,2
27,53,4,44,3
44,73,6,56,6
53,99,9,69,12
70,91,15,72,48
61,76,12,26,110
57,64,10,23,117
48,69,10,26,119
65,79,11,27,128
76,97,12,39,126
86,114,15,46,120
80,115,15,57,93
78,116,14,68,69
86,124,13,72,55
93,164,12,118,6
104,209,12,126,3
115,217,14,134,2
118,230,14,123,2
124,206,12,114,2
107,179,10,103,2
88,114,6,84,2
78,87,5,74,2
65,71,4,55,16
70,71,4,56,13
70,79,4,60,9
75,89,5,52,29
87,96,8,51,51
87,105,9,43,79
93,108,11,35,115
108,115,14,42,133
112,134,15,49,142
114,141,19,48,160
125,159,21,43,182
114,149,20,37,195
129,155,18,66,140
128,156,15,67,115
130,177,13,112,43
137,181,12,126,26
130,185,11,110,33
124,184,10,128,9
133,202,10,139,2
133,181,9,117,20
137,190,8,111,10
158,223,9,119,2
170,206,8,98,2
158,192,7,88,2
163,179,6,88,2
162,176,6,85,2
167,182,8,84,2
188,209,14,86,11
201,228,17,90,25
212,235,21,87,56
220,234,25,79,103
226,259,24,101,105
196,196,24,67,149
152,152,32,39,160
130,136,26,44,148
140,172,19,42,163
143,175,15,57,140
139,164,11,61,111
136,176,9,86,54
150,202,9,130,5
176,248,11,147,2
198,265,11,138,2
218,278,10,129,2
218,264,10,124,2
211,247,9,123,2
209,235,7,109,2
204,204,5,97,2
192,192,4,86,2
179,179,3,75,2
169,169,4,57,27
180,180,5,55,31
179,179,6,50,53
164,164,8,50,62
173,173,9,62,54
175,177,12,41,101
184,184,17,31,149
179,180,17,34,160
172,179,16,42,160
174,213,16,54,148
181,221,13,53,149
204,226,11,54,148
216,243,9,49,131
238,257,8,66,86
249,267,7,90,38
232,247,9,93,31
116,119,11,45,43
93,93,8,41,33
92,92,6,54,8
95,95,4,54,2
83,83,4,44,3
78,78,5,42,2
77,77,4,44,2
81,81,3,46,2
92,92,3,48,2
89,98,4,46,2
103,106,5,50,6
132,136,5,40,30
155,159,6,31,75
165,165,7,28,116
152,152,7,23,159
118,118,6,20,173
75,75,6,18,167
73,73,5,19,166
71,102,6,23,176
97,128,6,31,164
117,164,5,45,126
137,185,5,75,63
151,196,6,113,20
155,221,7,118,4
194,273,8,64,61
120,120,7,19,87
24,24,5,17,61
23,46,4,19,52
29,80,4,18,49
28,69,2,18,43
18,41,2,19,41
19,56,3,25,30
14,40,3,19,37
28,39,2,23,30
28,35,3,24,29
19,51,3,26,28
26,62,2,28,25
25,68,2,34,17
25,58,3,34,18
30,63,6,46,8
42,92,4,49,2
46,77,2,45,2
40,61,2,40,5
43,43,2,48,2
47,52,2,57,2
42,42,2,51,2
40,40,2,44,2
35,35,2,41,2
27,27,2,38,2
23,23,2,35,2
19,19,2,38,2
28,28,3,34,2
26,28,2,31,2
61,63,3,33,2
61,61,2,31,2
61,63,2,33,2
65,65,2,37,2
58,58,2,32,3
49,49,2,29,9
54,54,2,25,17
51,51,2,24,26
62,62,3,26,40
64,64,3,23,64
65,65,3,25,77
60,60,3,26,76
61,69,2,28,74
57,75,2,33,68
70,84,2,37,59
73,94,2,43,44
87,103,3,54,23
94,137,5,68,2
96,150,7,61,2
108,130,6,59,2
110,120,6,59,2
96,114,4,57,2
102,114,5,59,2
87,117,5,54,2
90,106,6,49,2
97,114,7,47,2
93,111,8,48,2
96,108,11,50,2
94,109,10,47,2
72,81,9,40,2
60,61,8,36,4
52,56,8,34,6
55,70,8,38,5
44,66,7,32,14
43,60,6,31,18
49,67,7,32,20
49,75,5,37,10
55,72,6,43,4
60,98,6,50,2
72,72,4,50,2
68,68,4,49,2
50,66,4,41,11
39,39,2,25,34
39,39,2,25,32
48,48,2,23,35
47,47,2,30,20
42,42,2,30,15
46,46,2,36,9
45,45,2,40,5
48,48,2,39,3
45,45,2,39,3
38,38,3,41,2
40,40,3,42,2
40,40,2,38,5
41,41,3,37,7
45,45,2,38,6
35,35,2,40,5
37,37,3,43,3
41,41,2,45,2
41,41,2,44,4
53,53,2,47,4
44,44,2,49,6
43,43,2,48,2
47,47,2,53,2
51,51,2,53,2
46,49,2,51,2
29,29,2,47,2
6,6,2,13,51
3,6,2,14,50
3,6,2,12,52
6,6,2,9,55
4,6,2,7,61
7,10,2,6,59
11,11,2,7,55
7,14,2,13,44
3,14,2,17,38
4,22,2,21,31
6,13,2,14,41
5,10,3,11,49
8,18,4,12,59
5,7,2,11,68
20,20,2,12,73
15,17,2,13,74
13,17,2,13,75
9,20,2,14,71
3,18,2,19,57
5,34,2,28,40
20,51,2,57,2
21,52,3,58,2
27,75,5,56,2
36,84,5,51,2
36,80,7,53,2
32,80,7,47,2
44,114,10,42,2
49,111,9,37,2
37,58,5,47,2
30,56,5,43,2
34,74,6,38,2
31,74,6,39,2
31,58,4,41,2
22,60,3,38,4
34,66,4,44,7
46,86,6,60,8
59,98,9,77,16
36,41,6,33,54
21,44,6,34,51
13,24,4,25,59
24,33,4,33,50
32,73,5,50,29
37,77,11,57,20
41,77,9,68,6
45,80,8,72,2
45,92,8,72,2
53,103,7,70,2
51,114,6,62,2
74,134,9,63,2
69,147,10,62,2
70,163,11,59,2
74,147,10,57,2
73,126,9,51,2
62,112,7,49,2
49,76,4,42,2
51,80,4,43,2
57,86,7,48,5
81,114,16,62,13
90,124,27,69,23
112,146,31,82,26
124,172,31,88,33
124,164,30,89,41
133,171,28,89,41
131,161,24,91,31
123,162,18,103,15
134,166,14,116,2
140,176,10,108,2
146,192,10,104,2
167,258,15,109,3
167,239,12,107,2
158,215,11,96,2
143,168,7,89,2
139,148,6,80,2
132,139,5,73,2
123,130,5,63,2
122,126,5,60,2
125,125,4,52,2
124,124,5,52,2
145,145,6,50,9
158,162,9,53,21
180,180,26,57,43
184,197,32,53,58
182,189,34,56,62
179,190,27,56,65
168,170,19,51,76
143,150,13,41,78
104,107,10,39,70
96,106,7,45,55
86,92,5,56,28
76,81,5,64,9
62,70,5,59,10
55,73,5,51,15
51,59,6,44,21
57,87,7,51,10
56,91,8,59,2
47,73,6,54,8
42,42,5,41,27
53,70,5,56,4
62,70,5,56,2
57,75,6,55,2
57,80,6,54,2
67,85,8,55,2
66,94,10,58,2
76,110,12,58,6
85,139,14,61,10
92,152,15,68,11
95,141,15,58,38
94,129,12,57,50
94,103,10,34,88
89,93,9,31,95
90,99,7,39,82
83,98,6,48,70
91,99,6,49,67
99,112,6,55,56
108,127,8,64,48
120,146,8,69,43
127,150,8,94,9
136,172,8,102,2
137,155,6,93,2
127,142,5,84,2
122,143,5,73,2
112,126,5,64,2
98,109,3,55,2
95,102,2,53,2
104,104,2,52,2
103,119,2,55,2
116,132,3,57,4
140,157,5,66,6
152,198,8,68,27
166,195,13,72,53
187,203,13,80,62
197,208,11,81,77
186,210,11,85,80
194,220,10,99,62
209,227,9,87,79
209,225,8,73,86
233,241,6,80,65
254,254,6,87,47
262,262,5,96,25
255,255,7,114,3
265,292,10,123,3
261,292,11,118,2
262,266,10,107,2
271,275,11,113,2
267,273,12,106,2
254,262,13,95,2
229,229,9,91,2
215,215,7,84,2
209,209,7,75,2
199,206,7,72,2
203,230,6,81,2
231,253,8,95,2
263,263,10,84,18
235,235,16,70,99
192,192,16,56,116
190,190,9,64,82
194,196,6,89,35
228,256,7,121,3
214,234,6,116,2
210,220,7,106,3
204,240,9,108,3
202,228,9,99,3
177,181,9,86,2
237,257,11,89,2
226,230,10,80,4
214,214,11,71,2
206,206,12,70,2
196,201,11,65,2
144,173,8,61,2
149,172,10,71,2
155,201,8,80,2
161,173,8,80,2
167,195,8,81,3
172,195,8,85,3
172,195,7,82,3
177,198,8,85,3
185,203,9,84,2
193,242,8,80,2
189,212,8,92,2
186,211,9,99,3
192,224,11,98,3
169,192,9,90,4
179,193,8,82,3
183,184,9,80,2
189,189,9,73,2
139,139,6,68,2
124,124,5,60,2
122,122,5,57,2
122,122,5,57,2
124,124,4,56,2
124,124,4,58,2
115,115,4,55,2
108,108,4,47,5
95,95,4,43,20
107,107,6,47,24
122,122,6,46,27
134,134,6,41,41
129,129,5,31,68
103,103,4,28,83
90,90,4,29,79
89,89,4,33,77
78,78,4,30,85
84,84,3,35,72
86,86,2,42,58
100,100,3,51,43
107,107,3,52,31
121,121,3,55,11
114,114,4,57,2
128,135,7,59,2
123,133,8,57,2
123,124,8,51,2
114,114,6,48,2
110,110,5,44,2
94,94,4,38,2
76,76,3,35,2
78,78,3,33,2
74,81,2,34,2
66,80,2,35,8
44,44,3,30,30
36,36,3,24,46
27,27,3,22,55
24,24,2,19,67
28,28,3,25,67
25,25,2,29,68
44,107,3,37,94
50,71,4,40,91
42,65,4,49,60
45,85,4,62,33
49,101,5,74,13
73,160,7,83,3
106,201,7,72,12
100,153,5,76,2
101,150,5,67,2
102,136,6,69,2
89,138,5,63,2
79,135,7,54,2
54,71,4,44,2
46,50,5,46,2
50,72,5,45,2
51,75,6,45,2
53,81,7,45,2
65,126,8,49,2
89,191,8,50,2
107,221,8,52,2
126,179,9,63,7
135,174,11,66,13
142,178,12,65,18
148,186,10,74,5
154,194,8,75,2
150,203,8,78,2
159,214,7,79,2
166,224,8,79,2
166,200,9,78,2
170,205,8,77,2
175,205,10,73,2
172,179,10,67,2
175,188,9,66,2
166,170,6,60,2
156,163,6,58,2
158,162,6,57,2
154,163,5,53,2
160,171,5,57,2
165,179,5,56,2
169,194,5,60,2
196,217,5,63,2
227,238,6,67,3
249,258,7,67,15
307,315,7,93,30
303,303,8,71,59
307,307,8,63,68
293,293,7,65,55
277,277,6,66,45
249,249,5,71,22
232,232,4,76,5
221,223,4,83,2
206,241,4,87,2
216,230,4,87,2
222,245,4,86,2
218,262,4,85,2
219,259,5,79,2
222,232,5,70,2
227,227,4,73,2
224,224,7,47,22
105,105,8,24,45
49,49,8,26,43
34,34,10,34,30
31,57,11,38,23
33,63,14,40,21
36,86,16,45,18
36,97,14,44,16
30,82,11,43,15
35,77,10,47,12
44,85,8,45,11
43,73,8,55,6
41,105,7,61,3
42,126,4,53,13
48,81,2,56,2
50,50,2,54,2
46,46,2,50,2
47,47,2,46,3
40,40,2,41,12
35,35,2,39,15
38,38,2,39,13
40,40,2,41,8
45,45,2,33,19
42,42,2,35,16
45,45,2,26,24
56,56,2,25,27
47,47,2,30,26
41,41,2,18,44
43,51,2,18,42
47,48,2,27,30
51,68,2,34,23
58,64,2,38,18
64,64,2,39,17
59,65,2,42,13
62,62,2,40,13
59,59,2,49,3
54,54,2,47,2
52,52,2,43,4
48,48,2,42,4
35,35,2,43,2
36,36,2,41,2
29,29,2,37,2
27,27,2,39,2
31,31,2,40,2
26,26,2,38,2
27,27,2,38,2
21,21,2,33,2
20,20,2,32,2
13,13,2,29,2
21,21,2,29,2
13,13,2,24,8
10,10,2,19,15
6,6,2,18,18
9,9,2,14,27
4,6,2,14,30
3,6,2,14,36
3,6,2,14,41
5,6,2,16,44
7,13,2,32,38
14,18,2,31,36
16,30,2,33,30
14,29,2,35,26
8,28,2,31,23
14,20,2,36,17
17,31,2,38,12
13,61,2,47,2
25,55,2,55,2
32,32,3,55,5
24,63,2,49,2
38,47,3,49,2
34,85,3,49,2
27,72,3,47,2
32,61,3,42,2
22,30,2,43,2
19,19,3,43,2
30,36,5,49,2
31,31,7,39,10
23,34,8,34,19
22,37,8,30,29
27,27,6,27,37
32,32,5,29,44
24,40,4,34,46
35,35,3,43,44
31,31,3,43,43
45,65,3,58,23
36,81,3,60,18
35,69,3,62,16
31,84,3,66,6
43,93,3,60,8
44,47,5,58,17
49,68,5,63,11
54,90,5,64,11
59,95,3,64,2
61,106,2,58,2
64,128,5,63,2
65,144,5,53,2
45,88,3,44,2
36,95,3,42,2
40,109,4,44,2
57,148,4,53,2
61,160,4,59,2
82,190,4,63,2
106,240,4,68,2
94,147,4,62,2
74,74,5,53,4
93,179,4,61,2
73,95,3,55,2
81,107,3,56,2
91,129,3,53,2
101,128,3,49,2
111,150,4,60,2
119,179,4,71,2
106,155,3,58,2
100,149,2,51,2
99,151,2,47,2
92,133,2,47,2
89,113,2,44,2
85,136,2,47,2
91,169,2,62,2
102,144,3,71,2
109,143,4,75,4
119,164,4,81,5
132,182,5,106,9
157,225,5,122,8
165,214,4,112,10
110,137,4,73,16
109,137,3,78,5
106,120,2,69,10
129,147,2,78,2
140,168,6,76,2
147,172,8,74,2
135,157,6,68,2
138,164,8,71,2
136,156,5,63,2
136,174,5,65,2
146,199,5,69,2
134,169,3,69,2
124,150,3,68,2
95,95,2,68,2
52,52,2,61,2
17,17,2,35,23
11,11,2,30,32
10,10,2,29,39
8,8,2,27,43
8,8,2,21,54
3,6,2,17,61
6,26,2,20,64
19,84,5,31,61
24,85,7,33,63
26,149,5,33,42
25,123,4,39,17
22,73,5,46,10
21,74,4,53,5
28,80,4,54,5
20,91,4,54,3
35,108,4,55,2
30,97,5,52,4
32,84,4,57,2
17,49,4,52,3
16,47,5,41,13
18,32,5,38,16
16,40,4,38,13
15,28,4,38,13
22,43,6,45,6
33,52,7,53,2
32,65,13,53,2
36,92,18,53,2
46,95,15,52,2
49,149,20,55,2
58,121,20,58,2
63,110,20,56,2
54,124,9,55,2
54,85,6,56,2
52,59,5,52,2
40,46,3,48,2
31,41,3,49,2
29,36,2,44,2
26,26,2,45,2
29,29,2,44,2
25,25,2,42,2
18,18,2,42,2
13,14,2,41,2
17,17,2,37,3
10,10,2,36,7
20,20,2,33,15
14,14,3,29,21
8,8,2,25,24
6,6,2,19,29
10,10,3,26,32
4,6,4,31,28
12,28,5,23,36
8,8,3,16,45
3,6,2,15,51
14,14,2,11,60
9,9,2,11,64
5,10,3,13,64
3,6,2,12,67
3,6,2,14,64
4,18,2,19,57
11,26,2,25,47
15,44,2,41,27
16,36,2,38,28
10,39,2,35,28
15,29,2,45,17
21,26,2,59,2
15,39,2,53,7
15,45,2,60,2
14,45,2,58,2
13,41,2,57,2
19,59,2,56,2
22,49,2,50,2
28,56,2,50,2
26,58,2,51,2
26,67,2,52,2
18,44,3,53,2
24,43,3,53,3
27,27,3,48,15
23,23,7,39,32
31,57,11,28,48
28,55,7,24,56
27,62,7,24,58
20,59,8,26,58
21,53,8,29,55
32,66,9,43,38
43,89,8,60,16
50,95,9,72,4
43,91,10,68,4
42,83,10,63,5
48,93,8,63,2
50,101,9,61,2
43,102,8,58,2
47,90,6,57,2
53,94,7,54,2
53,117,4,50,2
62,130,4,54,2
69,135,3,51,2
74,139,3,49,2
83,134,4,55,2
94,158,6,59,3
99,169,9,63,5
110,169,12,68,5
102,166,14,74,8
110,166,14,76,8
104,163,14,72,8
64,97,9,38,34
10,10,3,10,63
7,12,2,12,60
3,6,2,12,56
3,6,2,13,53
9,10,2,12,51
3,6,2,11,53
3,6,2,10,54
9,9,2,9,60
3,6,2,9,60
3,6,2,7,61
6,6,2,6,58
3,6,2,5,57
3,6,2,5,50
3,13,2,2,51
3,15,2,3,50
3,14,2,7,45
3,20,2,14,37
3,17,2,9,44
3,6,2,7,48
3,6,3,9,49
9,14,4,11,49
4,19,5,11,53
6,19,4,10,58
4,21,4,10,59
8,22,4,11,61
17,33,4,16,57
9,36,3,24,45
11,37,4,38,28
15,36,4,48,16
13,37,4,52,11
18,38,4,56,6
16,28,3,48,12
12,27,2,41,18
12,23,2,39,19
11,31,2,51,5
13,41,3,55,2
16,27,4,55,2
16,38,4,55,2
